ID,answer
TG_C_J_20230313,4289.952
TG_C_J_20230314,4437.2505
TG_C_J_20230315,4266.2886
TG_C_J_20230316,4799.8174
TG_C_J_20230317,4759.893
TG_C_J_20230318,5328.1294
TG_C_J_20230319,3130.6328
TG_C_J_20230320,3638.8503
TG_C_J_20230321,5416.797
TG_C_J_20230322,5373.55
TG_C_J_20230323,5897.671
TG_C_J_20230324,5548.96
TG_C_J_20230325,5619.0513
TG_C_J_20230326,4280.0615
TG_C_J_20230327,5290.7017
TG_C_J_20230328,6068.2812
TG_C_J_20230329,4368.135
TG_C_J_20230330,6355.5996
TG_C_J_20230331,6241.506
TG_C_S_20230304,3777.7646
TG_C_S_20230305,2726.2434
TG_C_S_20230306,3393.3586
TG_C_S_20230307,3909.9639
TG_C_S_20230308,4200.139
TG_C_S_20230309,4349.404
TG_C_S_20230310,4144.049
TG_C_S_20230311,3942.614
TG_C_S_20230312,2745.6462
TG_C_S_20230313,3921.2148
TG_C_S_20230314,4068.5154
TG_C_S_20230315,3897.5535
TG_C_S_20230316,4431.079
TG_C_S_20230317,4391.1543
TG_C_S_20230318,4965.325
TG_C_S_20230319,3149.4312
TG_C_S_20230320,3159.7065
TG_C_S_20230321,4937.6523
TG_C_S_20230322,4894.4053
TG_C_S_20230323,5418.5264
TG_C_S_20230324,5069.8154
TG_C_S_20230325,5107.389
TG_C_S_20230326,3768.3994
TG_C_S_20230327,4728.5283
TG_C_S_20230328,5506.108
TG_C_S_20230329,3942.1948
TG_C_S_20230330,6097.6987
TG_C_S_20230331,6098.921
TG_D_J_20230304,2265.056
TG_D_J_20230305,1109.6763
TG_D_J_20230306,1795.1493
TG_D_J_20230307,2208.5706
TG_D_J_20230308,2551.2844
TG_D_J_20230309,2729.6675
TG_D_J_20230310,2780.6868
TG_D_J_20230311,2579.2488
TG_D_J_20230312,932.8629
TG_D_J_20230313,2098.9854
TG_D_J_20230314,2221.4736
TG_D_J_20230315,2050.5115
TG_D_J_20230316,2495.1943
TG_D_J_20230317,2445.7485
TG_D_J_20230318,3022.2148
TG_D_J_20230319,972.3592
TG_D_J_20230320,1071.4125
TG_D_J_20230321,2890.3645
TG_D_J_20230322,2847.1182
TG_D_J_20230323,3371.239
TG_D_J_20230324,3007.7996
TG_D_J_20230325,3013.7434
TG_D_J_20230326,1814.7864
TG_D_J_20230327,3012.4854
TG_D_J_20230328,3635.5566
TG_D_J_20230329,2031.6451
TG_D_J_20230330,3450.771
TG_D_J_20230331,3469.718
TG_D_S_20230304,3318.3154
TG_D_S_20230305,2266.7942
TG_D_S_20230306,2933.9094
TG_D_S_20230307,3526.2805
TG_D_S_20230308,4028.3015
TG_D_S_20230309,4209.9863
TG_D_S_20230310,4261.005
TG_D_S_20230311,4059.5684
TG_D_S_20230312,2459.3035
TG_D_S_20230313,3625.426
TG_D_S_20230314,3747.9148
TG_D_S_20230315,3576.9524
TG_D_S_20230316,4021.635
TG_D_S_20230317,3972.1892
TG_D_S_20230318,4554.586
TG_D_S_20230319,2806.346
TG_D_S_20230320,2566.4712
TG_D_S_20230321,4385.4204
TG_D_S_20230322,4342.1733
TG_D_S_20230323,4866.294
TG_D_S_20230324,4502.8555
TG_D_S_20230325,4437.2017
TG_D_S_20230326,3216.2053
TG_D_S_20230327,4363.392
TG_D_S_20230328,4986.4653
TG_D_S_20230329,3507.4263
TG_D_S_20230330,5168.968
TG_D_S_20230331,5303.231
TG_E_J_20230304,1474.7417
TG_E_J_20230305,339.9309
TG_E_J_20230306,994.816
TG_E_J_20230307,1419.052
TG_E_J_20230308,1756.5828
TG_E_J_20230309,1725.6484
TG_E_J_20230310,1786.8588
TG_E_J_20230311,1635.0527
TG_E_J_20230312,10.648088
TG_E_J_20230313,1220.6719
TG_E_J_20230314,1335.0309
TG_E_J_20230315,1125.6805
TG_E_J_20230316,1276.3203
TG_E_J_20230317,1226.875
TG_E_J_20230318,1736.2151
TG_E_J_20230319,-354.555
TG_E_J_20230320,-160.21979
TG_E_J_20230321,1692.022
TG_E_J_20230322,1648.7754
TG_E_J_20230323,2176.7976
TG_E_J_20230324,1813.3584
TG_E_J_20230325,1724.0201
TG_E_J_20230326,525.0628
TG_E_J_20230327,1741.5687
TG_E_J_20230328,2364.6401
TG_E_J_20230329,428.40143
TG_E_J_20230330,2305.0972
TG_E_J_20230331,2295.0498
TG_E_S_20230304,3125.529
TG_E_S_20230305,2094.5771
TG_E_S_20230306,2772.194
TG_E_S_20230307,3375.3794
TG_E_S_20230308,3872.2175
TG_E_S_20230309,3844.5857
TG_E_S_20230310,3905.7961
TG_E_S_20230311,3753.9902
TG_E_S_20230312,2175.7068
TG_E_S_20230313,3385.7307
TG_E_S_20230314,3500.0896
TG_E_S_20230315,3290.739
TG_E_S_20230316,3441.3787
TG_E_S_20230317,3391.9329
TG_E_S_20230318,3907.2078
TG_E_S_20230319,2118.0493
TG_E_S_20230320,1973.4563
TG_E_S_20230321,3825.6982
TG_E_S_20230322,3782.4521
TG_E_S_20230323,4310.471
TG_E_S_20230324,3947.0344
TG_E_S_20230325,3786.0981
TG_E_S_20230326,2565.1013
TG_E_S_20230327,3731.0972
TG_E_S_20230328,4354.1675
TG_E_S_20230329,2550.0825
TG_E_S_20230330,4362.7246
TG_E_S_20230331,4440.353
CR_A_J_20230304,1306.3564
CR_A_J_20230305,844.81396
CR_A_J_20230306,1021.5978
CR_A_J_20230307,1365.9065
CR_A_J_20230308,1456.7565
CR_A_J_20230309,1745.8972
CR_A_J_20230310,1494.6481
CR_A_J_20230311,1496.2877
CR_A_J_20230312,819.6978
CR_A_J_20230313,1278.5646
CR_A_J_20230314,1368.7809
CR_A_J_20230315,1334.7245
CR_A_J_20230316,1589.7224
CR_A_J_20230317,1640.9105
CR_A_J_20230318,1616.5355
CR_A_J_20230319,720.97473
CR_A_J_20230320,1208.6035
CR_A_J_20230321,1630.5697
CR_A_J_20230322,1680.017
CR_A_J_20230323,1761.992
CR_A_J_20230324,1780.5717
CR_A_J_20230325,1682.9972
CR_A_J_20230326,630.52435
CR_A_J_20230327,1778.1959
CR_A_J_20230328,2105.066
CR_A_J_20230329,1155.8495
CR_A_J_20230330,2275.5676
CR_A_J_20230331,2392.0762
CR_B_J_20230304,760.9092
CR_B_J_20230305,300.65857
CR_B_J_20230306,477.44263
CR_B_J_20230307,722.6561
CR_B_J_20230308,851.0088
CR_B_J_20230309,1150.8698
CR_B_J_20230310,922.1554
CR_B_J_20230311,914.05035
CR_B_J_20230312,237.46002
CR_B_J_20230313,696.3274
CR_B_J_20230314,769.36487
CR_B_J_20230315,735.30865
CR_B_J_20230316,999.2335
CR_B_J_20230317,1050.4214
CR_B_J_20230318,1026.046
CR_B_J_20230319,140.55421
CR_B_J_20230320,634.5122
CR_B_J_20230321,1056.4781
CR_B_J_20230322,1105.9254
CR_B_J_20230323,1187.9003
CR_B_J_20230324,1261.462
CR_B_J_20230325,1058.3833
CR_B_J_20230326,16.008867
CR_B_J_20230327,1163.1226
CR_B_J_20230328,1466.0499
CR_B_J_20230329,548.33057
CR_B_J_20230330,1739.7605
CR_B_J_20230331,1856.2688
CR_C_J_20230304,1056.9353
CR_C_J_20230305,559.5193
CR_C_J_20230306,736.3033
CR_C_J_20230307,1016.2642
CR_C_J_20230308,1139.5747
CR_C_J_20230309,1484.668
CR_C_J_20230310,1255.9534
CR_C_J_20230311,1247.8483
CR_C_J_20230312,577.7864
CR_C_J_20230313,1001.27625
CR_C_J_20230314,1061.157
CR_C_J_20230315,1027.1008
CR_C_J_20230316,1277.375
CR_C_J_20230317,1328.5631
CR_C_J_20230318,1304.188
CR_C_J_20230319,395.97183
CR_C_J_20230320,1048.9446
CR_C_J_20230321,1470.9106
CR_C_J_20230322,1520.3579
CR_C_J_20230323,1602.3328
CR_C_J_20230324,1656.1901
CR_C_J_20230325,1427.2888
CR_C_J_20230326,384.91458
CR_C_J_20230327,1438.5067
CR_C_J_20230328,1797.7582
CR_C_J_20230329,890.2479
CR_C_J_20230330,1810.6396
CR_C_J_20230331,2025.9622
CR_D_J_20230304,1550.5737
CR_D_J_20230305,991.4294
CR_D_J_20230306,1168.2133
CR_D_J_20230307,1400.6145
CR_D_J_20230308,1523.9248
CR_D_J_20230309,1748.7125
CR_D_J_20230310,1519.9979
CR_D_J_20230311,1511.8927
CR_D_J_20230312,841.8309
CR_D_J_20230313,1265.3208
CR_D_J_20230314,1359.3412
CR_D_J_20230315,1325.2848
CR_D_J_20230316,1486.712
CR_D_J_20230317,1528.379
CR_D_J_20230318,1504.004
CR_D_J_20230319,670.8112
CR_D_J_20230320,1066.2869
CR_D_J_20230321,1527.7397
CR_D_J_20230322,1577.1871
CR_D_J_20230323,1659.1619
CR_D_J_20230324,1623.7113
CR_D_J_20230325,1617.6649
CR_D_J_20230326,621.4361
CR_D_J_20230327,1675.0286
CR_D_J_20230328,2034.2799
CR_D_J_20230329,1168.5278
CR_D_J_20230330,2040.825
CR_D_J_20230331,2311.5708
CR_D_S_20230304,39.481503
CR_D_S_20230305,-491.41415
CR_D_S_20230306,-322.86725
CR_D_S_20230307,-66.35874
CR_D_S_20230308,95.876045
CR_D_S_20230309,323.96597
CR_D_S_20230310,95.25149
CR_D_S_20230311,87.1465
CR_D_S_20230312,-597.0015
CR_D_S_20230313,-173.5116
CR_D_S_20230314,-79.49115
CR_D_S_20230315,-113.54747
CR_D_S_20230316,47.88012
CR_D_S_20230317,89.54684
CR_D_S_20230318,51.197628
CR_D_S_20230319,-432.15625
CR_D_S_20230320,-375.6087
CR_D_S_20230321,85.84418
CR_D_S_20230322,135.29167
CR_D_S_20230323,217.26642
CR_D_S_20230324,181.81567
CR_D_S_20230325,131.26535
CR_D_S_20230326,-855.5882
CR_D_S_20230327,-0.11602354
CR_D_S_20230328,339.60397
CR_D_S_20230329,53.67619
CR_D_S_20230330,692.1581
CR_D_S_20230331,837.01904
CR_E_J_20230304,1513.2817
CR_E_J_20230305,974.7066
CR_E_J_20230306,1120.9019
CR_E_J_20230307,1364.1171
CR_E_J_20230308,1482.245
CR_E_J_20230309,1702.3817
CR_E_J_20230310,1483.8583
CR_E_J_20230311,1477.2714
CR_E_J_20230312,831.5062
CR_E_J_20230313,1298.8978
CR_E_J_20230314,1384.7888
CR_E_J_20230315,1312.3442
CR_E_J_20230316,1473.7715
CR_E_J_20230317,1515.4385
CR_E_J_20230318,1475.1747
CR_E_J_20230319,639.9686
CR_E_J_20230320,1130.7266
CR_E_J_20230321,1599.3446
CR_E_J_20230322,1648.7917
CR_E_J_20230323,1734.6677
CR_E_J_20230324,1699.2172
CR_E_J_20230325,1597.8885
CR_E_J_20230326,601.66003
CR_E_J_20230327,1628.1343
CR_E_J_20230328,1987.3859
CR_E_J_20230329,1156.3523
CR_E_J_20230330,2072.3044
CR_E_J_20230331,2284.282
CR_E_S_20230304,9.664946
CR_E_S_20230305,-500.66144
CR_E_S_20230306,-362.70322
CR_E_S_20230307,-95.38031
CR_E_S_20230308,61.671604
CR_E_S_20230309,285.11072
CR_E_S_20230310,66.587326
CR_E_S_20230311,60.000652
CR_E_S_20230312,-599.8505
CR_E_S_20230313,-132.45912
CR_E_S_20230314,-46.568184
CR_E_S_20230315,-119.01268
CR_E_S_20230316,42.414886
CR_E_S_20230317,84.08161
CR_E_S_20230318,29.843859
CR_E_S_20230319,-455.5231
CR_E_S_20230320,-303.69357
CR_E_S_20230321,164.92444
CR_E_S_20230322,214.37193
CR_E_S_20230323,300.24774
CR_E_S_20230324,264.797
CR_E_S_20230325,118.96469
CR_E_S_20230326,-867.8889
CR_E_S_20230327,-39.5346
CR_E_S_20230328,300.1855
CR_E_S_20230329,48.976357
CR_E_S_20230330,736.6473
CR_E_S_20230331,881.25806
CB_A_J_20230304,722.59924
CB_A_J_20230305,64.36244
CB_A_J_20230306,552.90796
CB_A_J_20230307,901.3248
CB_A_J_20230308,1095.8097
CB_A_J_20230309,1157.3688
CB_A_J_20230310,866.2079
CB_A_J_20230311,867.8477
CB_A_J_20230312,139.40872
CB_A_J_20230313,630.74304
CB_A_J_20230314,768.3633
CB_A_J_20230315,678.15967
CB_A_J_20230316,929.549
CB_A_J_20230317,980.7369
CB_A_J_20230318,900.94745
CB_A_J_20230319,4.1689415
CB_A_J_20230320,539.7372
CB_A_J_20230321,961.70325
CB_A_J_20230322,1011.15045
CB_A_J_20230323,1093.1255
CB_A_J_20230324,1092.0006
CB_A_J_20230325,994.4263
CB_A_J_20230326,-58.04635
CB_A_J_20230327,1089.6248
CB_A_J_20230328,1454.148
CB_A_J_20230329,557.4413
CB_A_J_20230330,1589.9196
CB_A_J_20230331,1790.3551
CB_A_S_20230304,45.58494
CB_A_S_20230305,-557.6127
CB_A_S_20230306,-99.762695
CB_A_S_20230307,277.95114
CB_A_S_20230308,369.97662
CB_A_S_20230309,534.62976
CB_A_S_20230310,243.46863
CB_A_S_20230311,245.10849
CB_A_S_20230312,-497.4166
CB_A_S_20230313,5.774788
CB_A_S_20230314,143.39497
CB_A_S_20230315,53.191353
CB_A_S_20230316,283.01572
CB_A_S_20230317,334.20358
CB_A_S_20230318,240.44023
CB_A_S_20230319,-293.6404
CB_A_S_20230320,-98.11541
CB_A_S_20230321,323.85068
CB_A_S_20230322,373.2982
CB_A_S_20230323,451.49115
CB_A_S_20230324,450.36624
CB_A_S_20230325,322.73624
CB_A_S_20230326,-738.0489
CB_A_S_20230327,211.50287
CB_A_S_20230328,556.49445
CB_A_S_20230329,0.7889459
CB_A_S_20230330,667.11127
CB_A_S_20230331,693.86566
CB_D_J_20230304,445.1747
CB_D_J_20230305,-300.88535
CB_D_J_20230306,138.17441
CB_D_J_20230307,491.33176
CB_D_J_20230308,732.84973
CB_D_J_20230309,741.3905
CB_D_J_20230310,544.6354
CB_D_J_20230311,536.5303
CB_D_J_20230312,-185.38031
CB_D_J_20230313,270.57666
CB_D_J_20230314,403.12488
CB_D_J_20230315,312.92123
CB_D_J_20230316,470.73956
CB_D_J_20230317,512.40625
CB_D_J_20230318,432.61688
CB_D_J_20230319,-401.79355
CB_D_J_20230320,41.6213
CB_D_J_20230321,503.07428
CB_D_J_20230322,552.52185
CB_D_J_20230323,634.4965
CB_D_J_20230324,599.0457
CB_D_J_20230325,592.9995
CB_D_J_20230326,-403.22885
CB_D_J_20230327,650.363
CB_D_J_20230328,1047.2684
CB_D_J_20230329,234.0254
CB_D_J_20230330,1152.1241
CB_D_J_20230331,1333.5426
CB_E_J_20230304,417.7527
CB_E_J_20230305,-307.73804
CB_E_J_20230306,130.70172
CB_E_J_20230307,494.6733
CB_E_J_20230308,736.1912
CB_E_J_20230309,740.08124
CB_E_J_20230310,523.5485
CB_E_J_20230311,516.96185
CB_E_J_20230312,-180.6519
CB_E_J_20230313,319.20657
CB_E_J_20230314,451.7548
CB_E_J_20230315,323.16302
CB_E_J_20230316,480.9813
CB_E_J_20230317,522.64813
CB_E_J_20230318,426.96994
CB_E_J_20230319,-409.4535
CB_E_J_20230320,129.2434
CB_E_J_20230321,597.8616
CB_E_J_20230322,647.30914
CB_E_J_20230323,733.18494
CB_E_J_20230324,697.73413
CB_E_J_20230325,596.4058
CB_E_J_20230326,-399.82245
CB_E_J_20230327,626.6516
CB_E_J_20230328,1023.557
CB_E_J_20230329,245.03262
CB_E_J_20230330,1153.3143
CB_E_J_20230331,1275.9645
RD_A_J_20230304,482.72058
RD_A_J_20230305,21.17846
RD_A_J_20230306,197.96242
RD_A_J_20230307,511.06818
RD_A_J_20230308,526.93555
RD_A_J_20230309,887.8117
RD_A_J_20230310,636.56256
RD_A_J_20230311,638.2024
RD_A_J_20230312,139.5438
RD_A_J_20230313,438.92365
RD_A_J_20230314,529.3109
RD_A_J_20230315,495.25467
RD_A_J_20230316,750.2532
RD_A_J_20230317,810.4872
RD_A_J_20230318,763.00226
RD_A_J_20230319,-132.55887
RD_A_J_20230320,355.07016
RD_A_J_20230321,777.03625
RD_A_J_20230322,826.4838
RD_A_J_20230323,908.4585
RD_A_J_20230324,935.73535
RD_A_J_20230325,646.65753
RD_A_J_20230326,-405.81488
RD_A_J_20230327,821.8465
RD_A_J_20230328,1140.5607
RD_A_J_20230329,82.44581
RD_A_J_20230330,1622.2601
RD_A_J_20230331,1493.7439
RD_A_S_20230304,188.25066
RD_A_S_20230305,-245.04326
RD_A_S_20230306,-98.95464
RD_A_S_20230307,267.55563
RD_A_S_20230308,294.73218
RD_A_S_20230309,656.36194
RD_A_S_20230310,405.11285
RD_A_S_20230311,406.75262
RD_A_S_20230312,-105.99221
RD_A_S_20230313,205.2447
RD_A_S_20230314,295.63196
RD_A_S_20230315,261.57562
RD_A_S_20230316,495.0093
RD_A_S_20230317,555.2433
RD_A_S_20230318,493.78445
RD_A_S_20230319,-39.078747
RD_A_S_20230320,109.62196
RD_A_S_20230321,531.5882
RD_A_S_20230322,581.0357
RD_A_S_20230323,659.22864
RD_A_S_20230324,686.50555
RD_A_S_20230325,366.0134
RD_A_S_20230326,-694.7717
RD_A_S_20230327,334.77014
RD_A_S_20230328,633.9527
RD_A_S_20230329,-83.16084
RD_A_S_20230330,1020.4
RD_A_S_20230331,844.574
RD_C_S_20230304,-96.38051
RD_C_S_20230305,-565.5477
RD_C_S_20230306,-302.55814
RD_C_S_20230307,1.5103786
RD_C_S_20230308,79.233
RD_C_S_20230309,387.8444
RD_C_S_20230310,159.12982
RD_C_S_20230311,151.02486
RD_C_S_20230312,-355.19147
RD_C_S_20230313,-98.85848
RD_C_S_20230314,6.394085
RD_C_S_20230315,-27.66223
RD_C_S_20230316,222.6123
RD_C_S_20230317,282.84625
RD_C_S_20230318,240.91388
RD_C_S_20230319,-310.09467
RD_C_S_20230320,-155.0647
RD_C_S_20230321,266.90137
RD_C_S_20230322,316.3489
RD_C_S_20230323,398.32367
RD_C_S_20230324,460.87833
RD_C_S_20230325,6.0328245
RD_C_S_20230326,-1004.92706
RD_C_S_20230327,-53.586246
RD_C_S_20230328,277.97858
RD_C_S_20230329,-287.90506
RD_C_S_20230330,676.3093
RD_C_S_20230331,606.8813
RD_D_J_20230304,374.6346
RD_D_J_20230305,-184.50916
RD_D_J_20230306,-7.7251043
RD_D_J_20230307,224.67593
RD_D_J_20230308,263.47385
RD_D_J_20230309,571.3318
RD_D_J_20230310,342.61722
RD_D_J_20230311,334.5122
RD_D_J_20230312,-157.61801
RD_D_J_20230313,86.85797
RD_D_J_20230314,201.44017
RD_D_J_20230315,167.38383
RD_D_J_20230316,328.8114
RD_D_J_20230317,379.52426
RD_D_J_20230318,351.5658
RD_D_J_20230319,-481.6271
RD_D_J_20230320,-86.15138
RD_D_J_20230321,375.30154
RD_D_J_20230322,424.74905
RD_D_J_20230323,506.7238
RD_D_J_20230324,479.9707
RD_D_J_20230325,313.90775
RD_D_J_20230326,-682.32074
RD_D_J_20230327,499.69174
RD_D_J_20230328,850.788
RD_D_J_20230329,-123.862915
RD_D_J_20230330,901.02826
RD_D_J_20230331,926.7492
RD_D_S_20230304,376.18518
RD_D_S_20230305,-154.71039
RD_D_S_20230306,13.836495
RD_D_S_20230307,270.345
RD_D_S_20230308,348.06757
RD_D_S_20230309,659.2279
RD_D_S_20230310,430.51334
RD_D_S_20230311,422.40836
RD_D_S_20230312,-83.808044
RD_D_S_20230313,160.66798
RD_D_S_20230314,275.25018
RD_D_S_20230315,241.19386
RD_D_S_20230316,402.62143
RD_D_S_20230317,453.3343
RD_D_S_20230318,411.4019
RD_D_S_20230319,-71.9519
RD_D_S_20230320,-15.404493
RD_D_S_20230321,446.04843
RD_D_S_20230322,495.496
RD_D_S_20230323,577.47064
RD_D_S_20230324,550.7175
RD_D_S_20230325,281.64188
RD_D_S_20230326,-705.2119
RD_D_S_20230327,278.68088
RD_D_S_20230328,610.24554
RD_D_S_20230329,129.2347
RD_D_S_20230330,1036.0525
RD_D_S_20230331,1022.0471
RD_E_J_20230304,357.8285
RD_E_J_20230305,-180.74606
RD_E_J_20230306,-34.550644
RD_E_J_20230307,208.66473
RD_E_J_20230308,242.2798
RD_E_J_20230309,545.48694
RD_E_J_20230310,326.9634
RD_E_J_20230311,320.37674
RD_E_J_20230312,-147.45667
RD_E_J_20230313,140.92088
RD_E_J_20230314,247.37357
RD_E_J_20230315,174.92906
RD_E_J_20230316,336.3565
RD_E_J_20230317,387.0694
RD_E_J_20230318,343.22238
RD_E_J_20230319,-491.98364
RD_E_J_20230320,-1.2258849
RD_E_J_20230321,467.39218
RD_E_J_20230322,516.83984
RD_E_J_20230323,602.7156
RD_E_J_20230324,575.96234
RD_E_J_20230325,314.6175
RD_E_J_20230326,-681.61084
RD_E_J_20230327,473.28357
RD_E_J_20230328,824.3798
RD_E_J_20230329,-115.552376
RD_E_J_20230330,1122.0919
RD_E_J_20230331,1242.0466
RD_E_S_20230304,290.6325
RD_E_S_20230305,-219.69377
RD_E_S_20230306,-81.73555
RD_E_S_20230307,185.58727
RD_E_S_20230308,258.127
RD_E_S_20230309,564.6366
RD_E_S_20230310,346.113
RD_E_S_20230311,339.5264
RD_E_S_20230312,-142.39322
RD_E_S_20230313,145.9844
RD_E_S_20230314,252.43703
RD_E_S_20230315,179.99252
RD_E_S_20230316,341.42
RD_E_S_20230317,392.13287
RD_E_S_20230318,334.31195
RD_E_S_20230319,-151.05495
RD_E_S_20230320,0.77449274
RD_E_S_20230321,469.39258
RD_E_S_20230322,518.8402
RD_E_S_20230323,604.716
RD_E_S_20230324,577.9627
RD_E_S_20230325,213.60503
RD_E_S_20230326,-773.2487
RD_E_S_20230327,183.52623
RD_E_S_20230328,515.091
RD_E_S_20230329,76.080284
RD_E_S_20230330,1085.4438
RD_E_S_20230331,1138.032
BC_A_J_20230304,2325.4622
BC_A_J_20230305,1597.5991
BC_A_J_20230306,2001.3741
BC_A_J_20230307,2349.7915
BC_A_J_20230308,2561.7786
BC_A_J_20230309,2683.9587
BC_A_J_20230310,2511.526
BC_A_J_20230311,2562.5842
BC_A_J_20230312,1482.5522
BC_A_J_20230313,1936.8425
BC_A_J_20230314,2208.4192
BC_A_J_20230315,1996.7252
BC_A_J_20230316,2204.882
BC_A_J_20230317,2256.0696
BC_A_J_20230318,2397.3179
BC_A_J_20230319,1154.529
BC_A_J_20230320,1911.5459
BC_A_J_20230321,2411.8906
BC_A_J_20230322,2377.9575
BC_A_J_20230323,2448.6406
BC_A_J_20230324,2427.3184
BC_A_J_20230325,2384.8643
BC_A_J_20230326,1267.1575
BC_A_J_20230327,2506.334
BC_A_J_20230328,2960.448
BC_A_J_20230329,1991.9902
BC_A_J_20230330,2974.1355
BC_A_J_20230331,2990.6191
BC_A_S_20230304,2241.3289
BC_A_S_20230305,1526.3855
BC_A_S_20230306,1899.4655
BC_A_S_20230307,2277.18
BC_A_S_20230308,2386.7073
BC_A_S_20230309,2611.9817
BC_A_S_20230310,2439.549
BC_A_S_20230311,2490.6072
BC_A_S_20230312,1396.4885
BC_A_S_20230313,1862.6362
BC_A_S_20230314,2134.2124
BC_A_S_20230315,1922.5186
BC_A_S_20230316,2052.024
BC_A_S_20230317,2103.2124
BC_A_S_20230318,2311.335
BC_A_S_20230319,1449.5245
BC_A_S_20230320,1865.8738
BC_A_S_20230321,2366.2185
BC_A_S_20230322,2332.2854
BC_A_S_20230323,2374.7278
BC_A_S_20230324,2353.4055
BC_A_S_20230325,2272.9536
BC_A_S_20230326,1114.6934
BC_A_S_20230327,2155.7502
BC_A_S_20230328,2590.3328
BC_A_S_20230329,1962.8761
BC_A_S_20230330,2629.3713
BC_A_S_20230331,2669.8933
BC_B_J_20230304,1914.5098
BC_B_J_20230305,1189.5155
BC_B_J_20230306,1593.2903
BC_B_J_20230307,1909.818
BC_B_J_20230308,2159.3083
BC_B_J_20230309,2102.018
BC_B_J_20230310,1907.9926
